date,organization,count,rn
2020-02-01,Human Services,1,3
2020-02-01,Idaho Health,1,4
2020-02-01,Panhandle Health District,1,5
2020-02-01,Centers For Disease,2,1
2020-02-01,Idaho Department Of Health,2,2
2020-02-02,Centers For Disease,2,2
2020-02-02,World Health Organization,2,3
2020-02-02,United States,4,1
2020-02-04,Asia Reassurance Initiative,1,6
2020-02-04,International Cybersecurity,1,7
2020-02-04,Senate Foreign Relations Committee,1,8
2020-02-04,United States,1,9
2020-02-04,United States Congress,1,10
2020-02-04,World Health Organization,1,11
2020-02-04,Centers For Disease,2,1
2020-02-04,Human Services,2,2
2020-02-04,Nan,2,3
2020-02-04,Public Health,2,4
2020-02-04,Southeastern Idaho Public Health,2,5
2020-02-05,Associated Press,1,1
2020-02-05,Los Angeles International Airport,1,2
2020-02-05,Nan,1,3
2020-02-05,Public Health,1,4
2020-02-05,Teton Valley Health,1,5
2020-02-05,United States,1,6
2020-02-05,World Health Organization,1,7
2020-02-06,Aerospace Career Education,1,1
2020-02-06,Americares Foundation,1,2
2020-02-06,Cnn,1,3
2020-02-06,Commerce Committee Health Subcommittee,1,4
2020-02-06,Commerce Department,1,5
2020-02-06,Dave Goldberg Scholarship Program,1,6
2020-02-06,Development Ben Carson,1,7
2020-02-06,Donald Trump State Of The Union,1,8
2020-02-06,Energy Dan Brouillette,1,9
2020-02-06,Facebook,1,10
2020-02-06,George Holding,1,11
2020-02-06,Heritage Foundation,1,12
2020-02-06,House Energy,1,13
2020-02-06,Human Services Alex Azar,1,14
2020-02-06,Labor Committee,1,15
2020-02-06,Members Of Congress,1,16
2020-02-06,Obama Administration,1,17
2020-02-06,Our Union,1,18
2020-02-06,Oval Office,1,19
2020-02-06,Reagan Legacy Foundation,1,20
2020-02-06,Republicans In Congress,1,21
2020-02-06,School Choice,1,22
2020-02-06,Senate Commerce Committee,1,23
2020-02-06,Senate Majority Leader Mitch Mcconnell,1,24
2020-02-06,Senate Majority Whip John Thune,1,25
2020-02-06,Supreme Court,1,26
2020-02-06,Trump Administration,1,27
2020-02-06,Trump State Of The Union,1,28
2020-02-06,Twitter,1,29
2020-02-06,Union Is Strong,1,30
2020-02-06,Union Ive,1,31
2020-02-06,Union Speech,1,32
2020-02-06,United States,1,33
2020-02-06,Veterans Affairs Robert Wilkie,1,34
2020-02-06,White House,1,35
2020-02-06,Wisconsin Department Of Health Services,1,36
2020-02-07,De Beers,1,8
2020-02-07,Gucci,1,9
2020-02-07,Instagram,1,10
2020-02-07,Linkedin,1,11
2020-02-07,Swatch,1,12
2020-02-07,Tribune Content Agency,1,13
2020-02-07,Twitter,1,14
2020-02-07,World Diamond Council,1,15
2020-02-07,Associated Press,2,1
2020-02-07,Centers For Disease,2,2
2020-02-07,Google,2,3
2020-02-07,Micron Technology Inc,2,4
2020-02-07,Travis Air Force,2,5
2020-02-07,United States,2,6
2020-02-07,World Health Organization,2,7
2020-02-08,Facebook,1,1
2020-02-08,Overall Bone Health,1,2
2020-02-12,Nan,1,1
2020-02-13,Nan,1,7
2020-02-13,Central District Health In Boise,3,5
2020-02-13,United States,3,6
2020-02-13,Associated Press,4,3
2020-02-13,Central District Health,4,4
2020-02-13,Idaho Central District Health,6,2
2020-02-13,Centers For Disease,14,1
2020-02-14,Nan,1,1
2020-02-16,American Association For The Advancement Of Science,1,1
2020-02-16,Associated Press,1,2
2020-02-16,Cnn,1,3
2020-02-16,Gates Foundation,1,4
2020-02-16,Idaho National Laboratory,1,5
2020-02-16,Pacific Science Center,1,6
2020-02-16,Reuters,1,7
2020-02-16,Washington Post,1,8
2020-02-16,World Service,1,9
2020-02-18,Democratic Party,1,1
2020-02-18,Kaiser Research,1,2
2020-02-18,News Network,1,3
2020-02-19,Bombardier,1,1
2020-02-19,National Postal Museum,1,2
2020-02-19,Okwaho Network,1,3
2020-02-19,Pembina Institute,1,4
2020-02-19,Rithmik Solutions,1,5
2020-02-19,University Of Toronto,1,6
2020-02-19,Via Rail,1,7
2020-02-20,Sacred Heart Medical Center,2,1
2020-02-20,Spokane International Airport,2,2
2020-02-20,Spokane Regional Health District,2,3
2020-02-20,Travis Air Force,2,4
2020-02-21,Caldwell Police,1,21
2020-02-21,Caldwell Police Department,1,22
2020-02-21,Centers For Disease,1,23
2020-02-21,Central Public Health District,1,24
2020-02-21,Facebook,1,25
2020-02-21,Public Health,1,26
2020-02-21,Public Health Preparedness Program Manager,1,27
2020-02-21,Academy Award,2,7
2020-02-21,Cnn,2,8
2020-02-21,Fund Me,2,9
2020-02-21,House Intelligence Committee,2,10
2020-02-21,House Judiciary Committee,2,11
2020-02-21,Intel,2,12
2020-02-21,Mcdonald,2,13
2020-02-21,National Rugby League Indigenous,2,14
2020-02-21,Nebraska Public Health Lab,2,15
2020-02-21,New York Times,2,16
