date,organization,count,rn
2020-02-03,George Stevens Academy In Blue Hill,1,1
2020-02-03,Head Of School Tim Seeley,1,2
2020-02-03,John Bapst Memorial High School,1,3
2020-02-03,University Of Maine,1,4
2020-03-02,Academic Affairs Robert Placido,1,4
2020-03-02,Bates College In Lewiston,1,5
2020-03-02,Centers For Disease,1,6
2020-03-02,Maine Community College System,1,7
2020-03-02,Maine Emergency Management Agency,1,8
2020-03-02,Maine Maritime Academy,1,9
2020-03-02,University Maine System,1,10
2020-03-02,University Travel To Italy,1,11
2020-03-02,Maine Center,2,3
2020-03-02,United States,3,1
2020-03-02,University Of Maine,3,2
2020-03-03,Maine Centers For Disease,1,1
2020-03-03,National Poultry Improvement Plan,1,2
2020-03-03,United States,1,3
2020-03-03,World Health Organization,1,4
2020-03-09,Camden National Bank,1,1
2020-03-09,Maine Senate,1,2
2020-03-09,Mainers For Health,1,3
2020-03-10,Animal Protective League,1,2
2020-03-10,Associated Press,1,3
2020-03-10,Dean Of The Maine Law School,1,4
2020-03-10,Humane Society Of The United States,1,5
2020-03-10,Maine Center,1,6
2020-03-10,Nan,1,7
2020-03-10,Public Health Advisory,1,8
2020-03-10,University Of Maine Cooperative Extension,1,9
2020-03-10,University Presidents,1,10
2020-03-10,World Health Organization,1,11
2020-03-10,University Of Maine,2,1
2020-03-11,Cornell University,1,2
2020-03-11,Dean Of The Maine Law School,1,3
2020-03-11,Delaware State University,1,4
2020-03-11,Delaware Valley University,1,5
2020-03-11,National Weather Service,1,6
2020-03-11,Public Health Advisory,1,7
2020-03-11,Tufts University,1,8
2020-03-11,University Info Line,1,9
2020-03-11,University Of Delaware,1,10
2020-03-11,University Of Maryland,1,11
2020-03-11,University Of Massachusetts,1,12
2020-03-11,University Of New Hampshire,1,13
2020-03-11,University Of Pennsylvania School Of Veterinary Medicine,1,14
2020-03-11,University Of Rhode Island,1,15
2020-03-11,University Of Vermont,1,16
2020-03-11,University Presidents,1,17
2020-03-11,Virginia State University,1,18
2020-03-11,Virginia University,1,19
2020-03-11,University Of Maine,3,1
2020-03-12,Bates College In Lewiston,1,6
2020-03-12,Boston College,1,7
2020-03-12,Boston University,1,8
2020-03-12,Bowdoin College,1,9
2020-03-12,Centers For Disease,1,10
2020-03-12,Colby College,1,11
2020-03-12,Collins Center,1,12
2020-03-12,Friendly,1,13
2020-03-12,Maine Center,1,14
2020-03-12,Northeastern University,1,15
2020-03-12,Public Health Advisory,1,16
2020-03-12,University Info Line,1,17
2020-03-12,University Of Massachusetts,1,18
2020-03-12,University Of New Hampshire,1,19
2020-03-12,University Presidents,1,20
2020-03-12,World Health Organization,1,21
2020-03-12,Bigelow Laboratory,2,2
2020-03-12,Boothbay Region Elementary School Principal Shawna Kurr,2,3
2020-03-12,Maine Department Of Education,2,4
2020-03-12,School Committee,2,5
2020-03-12,University Of Maine,5,1
2020-03-13,American Health Care Association,1,1
2020-03-13,Brewer Center,1,2
2020-03-13,Eastside Center,1,3
2020-03-13,Maine Health Care Association,1,4
2020-03-13,National Healthcare Associates,1,5
2020-03-13,Westgate Center,1,6
2020-03-14,Bangor High School In Bangor,1,2
2020-03-14,Bangor School Department,1,3
2020-03-14,Central Maine Medical Center,1,4
2020-03-14,Department Of Education,1,5
2020-03-14,Hutchinson Center,1,6
2020-03-14,Instagram,1,7
2020-03-14,John Bapst Memorial High School,1,8
2020-03-14,Maine Center,1,9
2020-03-14,Maine Medical Center,1,10
2020-03-14,Maine University System,1,11
2020-03-14,Memorial Union,1,12
2020-03-14,Umaine Hutchinson Center,1,13
2020-03-14,University Of Maine System,1,14
2020-03-14,University Of Maine,3,1
2020-03-15,Colby College,1,2
2020-03-15,Thomas College,1,3
2020-03-15,United States,1,4
2020-03-15,Maine Center,2,1
2020-03-16,Bangor Wine Cheese Company,1,1
2020-03-16,Colby College In Waterville,1,2
2020-03-16,Downtown Bangor Partnership,1,3
2020-03-16,Facebook,1,4
2020-03-16,Hutchinson Center,1,5
2020-03-16,Maine Center,1,6
2020-03-16,Queen City Cinema Club,1,7
2020-03-16,Thomas College,1,8
2020-03-16,Thomas College In Waterville,1,9
2020-03-16,Umaine Hutchinson Center,1,10
2020-03-17,Board Of Trustees,1,1
2020-03-17,Hutchinson Center,1,2
2020-03-17,Kaler Elementary School,1,3
2020-03-17,Maine Department Of Corrections,1,4
