date,organization,count,rn
2020-03-17,Montana Department Of Environmental Quality,1,1
2020-04-24,Allard East Department,1,10
2020-04-24,Billings Flying Service,1,11
2020-04-24,Riverstone Health,1,12
2020-04-24,Vincent Healthcare Foundation,1,13
2020-04-24,Yellowstone Surgery Center,1,14
2020-04-24,Bernina Sewing Center,2,1
2020-04-24,Billings Clinic Cancer Center,2,2
2020-04-24,Billings Clinic Foundation,2,3
2020-04-24,Billings Public Library,2,4
2020-04-24,Billings School District,2,5
2020-04-24,Emergency Services,2,6
2020-04-24,Innovation Fund,2,7
2020-04-24,Montana State University Billings,2,8
2020-04-24,Mountain College,2,9
2020-05-24,Paul United Methodist Church,1,3
2020-05-24,Life Covenant Church,2,1
2020-05-24,Narrate Church,2,2
