date,organization,count,rn
2020-04-16,Nan,1,1
2020-04-27,Bureau Of Prisons,1,1
2020-04-30,A Bureau Of Prisons,2,2
2020-04-30,Bureau Of Prisons,2,3
2020-04-30,Correctional Institution At Gilmer,4,1
2020-05-01,A Bureau Of Prisons,2,2
2020-05-01,Bureau Of Prisons,2,3
2020-05-01,Correctional Institution At Gilmer,4,1
2020-05-04,Associated Press,1,3
2020-05-04,Bureau Of Prisons,3,1
2020-05-04,Correctional Institution At Gilmer,3,2
2020-05-05,Bureau Of Prisons,2,1
2020-05-05,Correctional Institution At Gilmer,2,2
2020-05-05,Nan,2,3
2020-05-06,Bureau Of Prisons,1,1
2020-05-06,Correctional Institution At Gilmer,1,2
2020-05-07,Bureau Of Prisons,1,1
2020-05-07,Human Services,1,2
2020-05-08,Associated Press,2,3
2020-05-08,Bureau Of Prisons,4,1
2020-05-08,Correctional Institution At Gilmer,4,2
2020-05-09,American Federation Of Government,1,4
2020-05-09,Correctional Institution In Gilmer,1,5
2020-05-09,Hazelton Federal Correctional Center,1,6
2020-05-09,Associated Press,2,3
2020-05-09,Bureau Of Prisons,4,1
2020-05-09,Correctional Institution At Gilmer,4,2
2020-05-12,Bureau Of Prisons,1,1
2020-05-13,Bureau Of Prisons,1,1
2020-05-18,Bureau Of Prisons,1,1
2020-05-18,Correctional Institution Gilmer,1,2
2020-05-27,Associated Press,1,3
2020-05-27,National Guard,1,4
2020-05-27,Bureau Of Prisons,3,1
2020-05-27,Huttonsville Correctional Center,3,2
2020-05-28,Bureau Of Prisons,1,1
2020-05-28,Huttonsville Correctional Center,1,2
2020-06-04,Ebenezer Baptist Church,1,1
2020-06-04,Facebook,1,2
2020-06-04,Georgia Assembly,1,3
2020-06-04,Georgia World Congress Center,1,4
2020-06-04,Libertarian Party Of Georgia,1,5
2020-06-04,Republican National Convention,1,6
2020-06-04,Twitter,1,7
2020-06-08,Ebenezer Baptist Church,1,1
2020-06-08,Facebook,1,2
2020-06-08,Georgia Assembly,1,3
2020-06-08,Georgia World Congress Center,1,4
2020-06-08,Libertarian Party Of Georgia,1,5
2020-06-08,Republican National Convention,1,6
2020-06-08,Twitter,1,7
2020-06-09,Democratic National Committee,1,1
2020-06-09,Democratic Party Of Georgia,1,2
2020-06-09,Democratic Senate,1,3
2020-06-09,Library In Atlanta,1,4
2020-06-09,New York Times,1,5
2020-06-09,Twitter,1,6
