date,organization,count,rn
2020-03-25,Google,1,1
2020-03-25,Pew Research Center,1,2
2020-03-25,United States,1,3
2020-04-02,Bowling Green State University,1,1
2020-04-02,Central Michigan College,1,2
2020-04-02,Central Michigan University,1,3
2020-04-02,Faculty Association,1,4
2020-04-02,Google,1,5
2020-04-02,Michigan Department Of Transportation,1,6
2020-04-02,Northwestern Michigan College,1,7
2020-04-02,Traverse City Central High School,1,8
2020-04-08,News Network,1,7
2020-04-08,Company Management Discussion,2,1
2020-04-08,National Instrument,2,2
2020-04-08,Regulation Services Provider,2,3
2020-04-08,Scorpio Gold Corporation,2,4
2020-04-08,Scorpio Gold Corporation Scorpio Gold,2,5
2020-04-08,Venture Exchange,2,6
2020-04-20,Circuit Court,1,1
2020-04-20,Department Of Motor Vehicles,1,2
2020-04-20,Election Systems Software,1,3
2020-04-20,Mexico Supreme Court,1,4
2020-04-20,Nevada Democratic Party,1,5
2020-04-20,Ohio Supreme Court,1,6
2020-04-20,Senate Majority Leader Cynthia Creem,1,7
2020-04-20,Supreme Court,1,8
2020-04-20,Wisconsin Election Commission,1,9
2020-04-20,Wisconsin Supreme Court,1,10
2020-04-28,Agencies For Human Services In Mineral,1,1
2020-04-28,Central Regional Economic Development Authority,1,2
2020-04-28,Department Of Health,1,3
2020-04-28,Human Services,1,4
2020-04-28,Kinross Gold Corp,1,5
2020-04-28,Nevada Department Of Emergency Management,1,6
2020-04-28,Nevada Department Of Health,1,7
2020-04-28,Nevada Fund,1,8
2020-04-28,Nevada National Guard,1,9
2020-04-28,Nevada Prison Industries In Carson City,1,10
2020-04-28,Northern Nevada Food Bank,1,11
2020-04-28,Waterton Global Resource Management Inc,1,12
2020-04-28,Whiskey Co,1,13
